"dataset","dataset_size","model_id","eps_targeted","delta","bs","epochs","lr","C","sampling_rate","sigma","trainable_parameters","training_loss","training_accuracy","test_loss","test_accuracy"
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6304,435,2.98700246831221,6.0548190957558,0.25216,6.669921875,244514,7.66307246284878,0.550866706515242,0.846230207892656,0.50012
"IMDB",25000,"SimpleLSTM",7.5,1e-05,21472,115,8.55360126902188,6.47618801647109,0.85888,4.8876953125,244514,57.4619442179126,0.498499219594189,4.70324243091634,0.50016
"IMDB",25000,"SimpleLSTM",7.5,1e-05,10240,1,5.05302031082948,0.795671984926543,0.4096,0.7373046875,244514,0.692795075613792,0.50640923566879,0.691596435132027,0.52228
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12656,65,8.53682268964351,2.55170210148613,0.50624,3.7158203125,244514,32.7732992908642,0.50095571838165,0.818726403098106,0.50004
"IMDB",25000,"SimpleLSTM",7.5,1e-05,18544,125,0.0934779427202261,7.61895564766534,0.74176,5.087890625,244514,0.689057852252703,0.548569367636451,0.690621095838547,0.53556
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24288,455,1.15464557133969,4.0557942638582,0.97152,9.609375,244514,0.702923290893405,0.5565988523735,0.679868271074295,0.58776
"IMDB",25000,"SimpleLSTM",7.5,1e-05,14496,185,3.89309115426667,4.50253367285158,0.57984,6.162109375,244514,13.2931158737714,0.49968112244898,19.7416320592499,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4928,90,0.779718718507194,3.61624000567285,0.19712,2.5927734375,244514,0.682085919713441,0.562859424920128,0.652504546291828,0.62204
"IMDB",25000,"SimpleLSTM",7.5,1e-05,16288,240,2.61075724129903,3.39729043306292,0.65152,7.001953125,244514,1.44155324572089,0.314500339633196,0.69394523730278,0.52096
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5072,190,2.2261228538901,1.12675173532407,0.20288,3.9990234375,244514,0.663637497949762,0.604915381277368,0.649448048157692,0.65348
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24384,415,4.11859434330817,8.25306992484933,0.97536,9.1796875,244514,75.9126041276795,0.443698285166087,61.5075464587402,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24864,115,8.78453461151835,9.91316419018634,0.99456,4.8876953125,244514,153.322049080649,0.498416770211231,270.81133133667,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,23616,360,8.16408400776873,7.83737011096288,0.94464,8.5546875,244514,0.692840630607851,0.508864110380234,0.69295352563858,0.5044
"IMDB",25000,"SimpleLSTM",7.5,1e-05,21680,175,3.31546696512435,6.2993263634003,0.8672,5.99609375,244514,29.3048139121655,0.499154385117178,26.9276515773773,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24144,65,0.545100944890546,3.58843888360155,0.96576,3.7158203125,244514,0.701758608466016,0.487898394440451,0.685225559511185,0.56864
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8288,305,2.09451903498173,2.45494653475677,0.33152,5.60546875,244514,0.666098328521184,0.563208229526642,0.691254835932255,0.55588
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12064,135,7.49671550326879,8.05046327349703,0.48256,4.345703125,244514,161.133757704751,0.502991384811742,86.6063903491211,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12544,40,5.07870317957597,9.7474824990358,0.50176,2.96142578125,244514,86.165150170901,0.500080038418441,14.5574440367126,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6928,60,6.83619311867367,3.9381873707399,0.27712,2.6025390625,244514,44.1657516415916,0.536541605199155,20.7080641989136,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,18000,480,8.49253139013844,9.24262934778542,0.72,9.86328125,244514,85.1937211795648,0.501699388220241,59.6153427886963,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,3792,365,7.49668543683678,3.67990621291136,0.15168,4.6533203125,244514,39.1575147002751,0.544732242173844,38.0936935351562,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,1904,90,1.24146429723413,3.50423591819925,0.07616,1.778564453125,244514,0.595727398846271,0.683865552935534,0.48553110455513,0.76748
"IMDB",25000,"SimpleLSTM",7.5,1e-05,16336,100,2.35595018372,9.37270080414565,0.65344,4.5654296875,244514,32.4731984084762,0.498307918939364,9.2067807431984,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,7824,310,1.65068119837619,0.971442900714418,0.31296,5.6494140625,244514,0.733792642066805,0.494806345116354,0.681758556036949,0.57024
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24720,375,8.03359204408657,9.80612207511952,0.9888,8.73046875,244514,233.325073809397,0.497612035341877,25.840849227289,0.5058
"IMDB",25000,"SimpleLSTM",7.5,1e-05,22624,455,8.16364794641725,6.47920247713108,0.90496,9.609375,244514,92.2634921622696,0.502976071585507,151.47550395752,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,896,335,1.9643150473114,6.30455454966559,0.03584,2.314453125,244514,0.645075575801094,0.712715792838875,1.0002213609314,0.72916
"IMDB",25000,"SimpleLSTM",7.5,1e-05,13600,340,4.03793934441887,8.63416901170707,0.544,8.3203125,244514,61.3361318313647,0.499141819342993,28.0215513293457,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,1424,190,2.34923923193971,1.36253577974778,0.05696,2.193603515625,244514,0.512675063607702,0.833067729083665,0.503675876226425,0.8266
"IMDB",25000,"SimpleLSTM",7.5,1e-05,19456,160,8.01378468752367,3.77481384772515,0.77824,5.7373046875,244514,52.597781103143,0.502153453501356,40.8264417974854,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,17296,415,1.50104243537485,9.34140136801105,0.69184,9.1796875,244514,0.6936507090019,0.497327056570653,0.69241113083601,0.53064
"IMDB",25000,"SimpleLSTM",7.5,1e-05,1280,340,5.47403184794776,2.25486229251768,0.0512,2.7197265625,244514,3.15771298384191,0.472717858849769,0.823886720275879,0.5222
"IMDB",25000,"SimpleLSTM",7.5,1e-05,20640,335,1.74414415877791,8.08177869146064,0.8256,8.251953125,244514,23.3294434435209,0.497595575859582,9.25084003471374,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,18272,285,8.01822341144339,5.25145836033929,0.73088,7.6220703125,244514,73.5149141210883,0.497591464628369,32.5273447711182,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,7040,375,5.35740236194793,2.09364632176204,0.2816,6.201171875,244514,4.15344590475709,0.555224841122999,1.00566140235603,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5152,475,3.41654651281969,5.0677223059691,0.20608,6.240234375,244514,8.46123431909722,0.501151159098126,6.92509938155584,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5072,200,8.34061872169768,6.54647136097523,0.20288,4.1015625,244514,84.4246111529065,0.503078450844091,64.302639699707,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,19488,170,0.0917004557660436,0.468710680688839,0.77952,5.9130859375,244514,0.69268550232347,0.504396834279319,0.692884107246399,0.5054
"IMDB",25000,"SimpleLSTM",7.5,1e-05,9344,395,1.42555409488233,1.67729896766303,0.37376,7.333984375,244514,0.726603748401719,0.442119110260703,0.685989286496639,0.5754
"IMDB",25000,"SimpleLSTM",7.5,1e-05,22448,145,1.55613741686905,6.11867717828673,0.89792,5.46875,244514,0.691158756984169,0.520609462710505,0.686698239543438,0.56056
"IMDB",25000,"SimpleLSTM",7.5,1e-05,448,55,2.10394658401732,6.76233215762841,0.01792,0.91522216796875,244514,0.593186565266756,0.725209649854934,0.684150051441193,0.74956
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4064,120,6.49657929491936,4.42495126723153,0.16256,2.7490234375,244514,41.4452612523079,0.576384980300716,7.49081384768485,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6528,430,4.68233410198456,9.95487820462217,0.26112,6.630859375,244514,74.8637115008967,0.499839098954143,76.9116666622925,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,10016,250,4.67868389779991,6.71131625474598,0.40064,5.859375,244514,18.2580932882237,0.536760884340143,8.70369798228713,0.50008
